Submission Date (Central Time),Submission Time (Central Time),Overall Rating,Comments,FeedbackCategory,Subcategory,email_address,ucnValue,mouseFlowPlaybackUrl
1/1/2001,08:33:45 AM,4,It would be nice to shop by flyer without having to download every flyer,Website Suggestion,,,,
1/1/2001,08:29:09 AM,4,"The website (and this could be operator error) would get stuck as I was trying to place the orders.  It would not let me scroll down the list of the catelog to check certain books.  I had to refresh and then it let me scroll down.  Otherwise, I like the option of being able to look at the flyer and having items shipped to my home so that they are not lost at the school. or if we need to go virtual with the pandemic.  Thank you for making these changes.  I have always loved Scholastic book club.",Website Suggestion,,,,
1/1/2001,08:23:28 AM,5,"Was a little overwhelming to sort through the flyers and try to present options to my kindergartner, but got it done!",Website Suggestion,,,,
1/1/2001,08:23:13 AM,1,Congratulations- my new password for this site contains the words This is stupid.  I have been a parent ordering books for almost 10 years and the absolutely ridiculous crap I had to go through to log back in after forgetting my password was exceedingly frustrating.  What a waste of my time.  Next time I will go to the bookstore or library to get my kids’ books.  The drive will take less time.  I couldn’t even complete my order before this stupid survey popped up.,Website Suggestion,,,,
1/1/2001,08:16:50 AM,4,"Still getting used to using the online, but I was not able to get back to the teachers list after I chose some books. Not sure if that's a user issue but I wish there was a visible tab to get back to that after making selections and checking my cart to see what my total was at. my intention was to spend 21 and then spend the $1 on a book for the teacher and I could figure out where her requests were.",Website Suggestion,,,,
1/1/2001,08:16:26 AM,3,"After selecting a book description, it's difficult to get back to the page where you can select a different flyer.    I would prefer more individual books instead of a pack of several.",Website Suggestion,,,,
1/1/2001,08:11:25 AM,2,"First, what the heck is the difference between a book fair and a book store? Why does it still look like I'm benefiting my niece's old school from past years, when I tried to sign up with my daughter's new school? Your flyers stopped loading for me after I'd looked at several. The cart doesn't have an easily visible total... I have to scroll all the way to the bottom, which feels like extra work when I just want to know where things stand before I add more books (or subtract some).",Website Suggestion,,,,
1/1/2001,08:07:17 AM,4,I couldn't add the free book from the mobile site it wouldn't let me scroll down to submit.  So i had to pull it up on my laptop to get the free book saved.,Website Suggestion,,,,
1/1/2001,08:07:02 AM,3,"Even after typing in the title of the book that I was looking for, the site took a long time to find the item.",Website Suggestion,,,,
1/1/2001,07:59:59 AM,4,The page was slow to load. Not sure if it was the website or my computer though.,Website Suggestion,,,,
1/1/2001,07:45:35 AM,3,Hard to search for books.,Website Suggestion,,,,
1/1/2001,07:30:40 AM,2,"The links provided on the flyer didn’t work. I had to search and find the site , navigation was frustrating.",Website Suggestion,,,,
1/1/2001,07:23:12 AM,3,Could not get the site to work on the Chrome browser even with cookies unblocked.,Website Suggestion,,,,
1/1/2001,07:21:18 AM,1,Website is slow to respond and download.,Website Suggestion,,,,
1/1/2001,07:17:04 AM,3,Seemed hard to search for books.,Website Suggestion,,,,
1/1/2001,07:06:17 AM,3,The only issue was having the Feedback and Live Chat on the right side made it difficult to move up and down the page on my laptop.,Website Suggestion,,,,
1/1/2001,07:00:15 AM,3,"There is a black rectangle on the THANK YOU FOR YOUR ORDER page with the word PRINT that did not print. I chatted with your rep Christopher, but he was unable to fix the problem. He said he would submit it to your tech people.",Website Suggestion,,,,
1/1/2001,06:45:24 AM,3,how about some tutorial videos on how to...?,Website Suggestion,,,,
1/1/2001,06:28:32 AM,3,"It is just not easy to find things on your website. Since I work on line, I need to be ale to quickly and easily see if  my students have made orders so that I can submit them.  That is not an easy thing to find.",Website Suggestion,,,,
1/1/2001,06:20:04 AM,4,DON'T SEE HOW TO SHARE FLYER WITH A PARENT,Website Suggestion,,,,
1/1/2001,06:01:43 AM,1,When I click sign in a white blank box comes up and I am unable to sign in.  I can sign in at my school but not at home. I tried connecting to my hotspot- that didn't work either. Why can I not sign in at home?,Website Suggestion,,,,
1/1/2001,05:53:14 AM,4,The only difficulty is shopping or making Teacher Selections by level. I wish there was a way to search books by reading level.,Website Suggestion,,,,
1/1/2001,05:36:09 AM,4,I thought this was pretty straight forward. My only thing was that it took me a moment to find the button to see all books in the age group I selected rather than just a sample of what was available. Once I saw that link everything else was easy.,Website Suggestion,,,,
1/1/2001,04:02:59 AM,5,"When I tried to download my Family Letter, it would not open to the letter. The site stated it was not found.",Website Suggestion,,,,
1/1/2001,02:58:20 AM,4,If it is possible to look at books by theme a little easier it would be nice.,Website Suggestion,,,,
1/1/2001,01:10:16 AM,4,not enough books displayed on a page when looking at fiction books.  Too many pages to click through.,Website Suggestion,,,,
1/1/2001,12:23:19 AM,4,"There was a $1 books offer that opened to me, but when I switched pages I couldn't find it again. I was going to go back and get some but couldn't access it easily. Otherwise no problems.",Website Suggestion,,,,
1/1/2001,12:18:19 AM,3,"the suggestions of books are very small, and it should have an option to search books by themes.",Website Suggestion,,,,
1/1/2001,12:01:14 AM,4,"I'm still learning how to navigate to what I need. Sometimes, it's not as intuitive as I'd like. Overall, I've had a positive experience with the site.",Website Suggestion,,,,
1/1/2001,11:50:03 PM,2,Please allow for author searching and linking. Subjects as well. Sort filter features by price and reading level while I'm dreaming.,Website Suggestion,,,,
1/1/2001,11:14:24 PM,2,It is just not user friendly. Lots of scrolling. and the information you're looking for is not really in the place you are looking for it to be in.,Website Suggestion,,,,
1/1/2001,11:11:49 PM,3,"When on mobile, hard to find how to order for book club to benefit classroom.",Website Suggestion,,,,
1/1/2001,11:08:55 PM,4,Sign in period is too short.  Most times when browsing I need to come back and find I've been signed out.  It's just annoying to sign back in is all.,Website Suggestion,,,,
1/1/2001,10:47:21 PM,3,"I don't think it's the most user friendly site. Also, I don't appreciate how Scholastic has raised the price so much that most of our families can't afford to get the books anymore.",Website Suggestion,,,,
1/1/2001,10:43:21 PM,4,It is annoying to me that the site works best in landscape over portrait on my iPad. I usually forget to turn it.,Website Suggestion,,,,
1/1/2001,10:40:57 PM,4,"The search functions are a little antiquated, but I was able to complete, thanks!",Website Suggestion,,,,
1/1/2001,10:39:10 PM,4,"i wasn't able to find a way to search by topic, like self regulation.  I just had to hope it came up.  You should have a tab for kids on spectrum.  Maybe you do but it wasn't obvious.",Website Suggestion,,,,
1/1/2001,10:26:55 PM,5,"Some trouble logging in - didn't accept password, but overall easier than usual.  As I've said before your site doesn't do well with Mozilla and other browsers that focus on privacy which is annoying as I have to use chrome or edge - whichever will work that day.  Also, my biggest pain is trying to enter the due dates.  Often the Drop-down calendar will not register my date.  It would be preferable to have an option to type in a date.  Thank you - hoping things are running more smoothly this year.",Website Suggestion,,,,
1/1/2001,10:25:25 PM,1,It will not let me order books. Nothing shows in my cart,Website Suggestion,,,,
1/1/2001,10:19:30 PM,5,"if possible filters allowing me too look at subjects per age.  For example... fears/anxiety & age  options with 'where is my monster'.  Also maybe select value packs as alternate purchases when you select a particular book.   I found the above example after searching examples, then put it directly in to see if you had the book as an option.  After I completed my order I discovered there was a value pack with another similar book.",Website Suggestion,,,,
1/1/2001,09:45:08 PM,4,When searching for books to add the site often lags.,Website Suggestion,,,,
1/1/2001,09:45:01 PM,1,website is not formulated to be used with a cellphone. wouldnt even let me submit payment on my cellphone i had to use a desktop computer.,Website Suggestion,,,,
1/1/2001,09:44:53 PM,3,"I put items in my cart, but the site would not let me log in so I could buy the books I wanted to purchase. I had an account last year and my grandson s now in first grade, so i need to chanfge classrooms, which i did, but then I could not log in. I tried to create a new account, but could not do that either. I am not impressed with your website a the moment.",Website Suggestion,,,,
1/1/2001,09:43:42 PM,4,The scroll side bar is so skinny to move.  I hope shipping timeline has improved to pre pandemic schedule.,Website Suggestion,,,,
1/1/2001,09:32:56 PM,3,Password reset,Website Suggestion,,,,
1/1/2001,09:16:55 PM,4,"not hard, but not very easy finding the right flyer to order the books",Website Suggestion,,,,
1/1/2001,09:13:07 PM,4,I tried to pull up the2nd & 2th grade flyers to view. they never came up even after I clicked the help if  having trouble,Website Suggestion,,,,
1/1/2001,09:12:31 PM,5,The digital flyer wouldn't always come up,Website Suggestion,,,,
1/1/2001,09:11:32 PM,4,It would be great if you could search by lexile/reading level.  Or even if you could easily access flyers from other grades as my child is reading above her grade level.,Website Suggestion,,,,
1/1/2001,09:10:25 PM,4,It was hard to get to the flyers but overall it was a good visit!,Website Suggestion,,,,
1/1/2001,09:04:30 PM,4,"Not difficulties per se, but the website doesn't always feel intuitive for figuring out how to do what I need as a teacher. This is only my second year, so maybe that's why.",Website Suggestion,,,,
1/1/2001,08:55:35 PM,5,"I couldn't remember my password but if I had known the ""requirements"" I would've been able to remember it.  Maybe it would be helpful to know how many characters the passwords are?",Website Suggestion,,,,
1/1/2001,08:49:19 PM,4,"It can be hard to find books even with the search feature.  For instance I typed in ""Babysitters Club"" and it only offered me the 1 book pack, but I knew there was an individual book available.",Website Suggestion,,,,
1/1/2001,08:31:17 PM,1,Unable to get to the Cary to purchase.,Website Suggestion,,,,
1/1/2001,08:29:03 PM,5,Is there a better way to search for all non-book items that are available to purchase? My middle schooler likes the posters and other items that are usually available during the book fairs. I was unable to locate any of those items during my search.,Website Suggestion,,,,
1/1/2001,08:27:09 PM,5,It sent me straight to the survey before I could order. I will do so now.,Website Suggestion,,,,
1/1/2001,08:27:06 PM,4,the flyers are glitchy,Website Suggestion,,,,
1/1/2001,08:21:02 PM,4,I had a hard time trying to change my password.,Website Suggestion,,,,
1/1/2001,08:18:55 PM,2,"I am unable to find books via searching. I searched for the title  ""Marcus Makes a Movie"" and the author ""Kevin Hart,"" among others and the books in your flyer did not come up. I used to work in a library so I know how to search books. I was able to use the item number, but it's absurd that using the titles of the book does not work. I am 1 with how poor your site operates.",Website Suggestion,,,,
1/1/2001,08:16:41 PM,4,Sometimes the digital flyers would not load and I would have to keep refreshing the page. Other than that I am a big Scholastic fan and love ordering books!,Website Suggestion,,,,
1/1/2001,08:14:18 PM,3,difficult to figure out where to make changes to account.  Site not clear.,Website Suggestion,,,,
1/1/2001,08:01:54 PM,4,"I like being able to see tons and tons of books, but I wish there was an option to search based on price and not by grade or age. I really like the selection of suggested books at the bottom of the page after you click on a book. I feel like there are so many books I am missing and struggle to be able to search appropriately on my phone.",Website Suggestion,,,,
1/1/2001,08:01:36 PM,5,"Took a long time to load, just closed the page and re-opened it about an hour later and all is good.",Website Suggestion,,,,
1/1/2001,07:59:40 PM,5,Flyers take a long time to load,Website Suggestion,,,,
1/1/2001,07:54:32 PM,4,Please add filters to narrow down search. Grade/Price/theme all on same page.,Website Suggestion,,,,
1/1/2001,07:54:08 PM,1,"Page isn't formatted to view on Android mobile. The page is too big for mobile viewing. Can't see all the books when scrolling, it ""skips"" over half of them.",Website Suggestion,,,,
1/1/2001,07:50:14 PM,1,This website is goddawful. I can’t figure out how to make an order and your tutorial only shows me how to send reminders and links to friends and family. I’ve been here ten minutes and I can’t figure it out. Fix your website. It sucks.,Website Suggestion,,,,
1/1/2001,07:42:23 PM,3,"I ordered some books for my younger son because his teacher sent home a book order. Today, my younger son came home with his book order, but my older son did not. My older son's order still just says ""Submitted to teacher."" Is there something else that I need to do?",Shipping/Delivery,,,,
1/1/2001,07:42:21 PM,1,I was searching for the book order that I made for my son early in the year (2020 - 2021) . I have never received this order or an explanation as to why not. I will make no future purchases.,Shipping/Delivery,,,,
1/1/2001,07:40:08 PM,3,"on 9-9 I submitted orders for Emery and Alcie.  Alcies ordered was delivered today, But   Emerys was not",Shipping/Delivery,,,,
1/1/2001,07:38:09 PM,3,"Had been calling to clarify my order. Still missing a book I ordered back on May 20, 2022. ",Shipping/Delivery,,,,
1/1/2001,07:35:00 PM,1,I am frustrated that the last two orders I made were canceled and not by me!  I choose to have our orders come to my home because we are within a high school that does not give us our mail.,Shipping/Delivery,,,,
1/1/2001,07:33:57 PM,5,Glad to see the shipping issues of the past seem to be fixed.,Shipping/Delivery,,,,
1/1/2001,07:28:49 PM,4,Look forward to things returning back to normal after the supply chain issues and the pandemic.,Shipping/Delivery,,,,
1/1/2001,07:28:38 PM,5,"I am hoping that orders will be delivered in a more timely fashion this year.  Last year, orders would take up to three weeks to process and parents were getting upset.  I am hoping there will be a faster turn around time this year.",Shipping/Delivery,,,,
1/1/2001,07:27:37 PM,5,I am hoping that shipping is a lot more timely this year.  I quit ordering last year(after 31 years of book ordering) because of the shipping time.  (I was embarassed in front of my class),Shipping/Delivery,,,,
1/1/2001,07:23:16 PM,4,"I had a lot of problems with orders last year and was very frustrated with Scholastic.  I had a shipment get lost, a shipment go to a school I haven't taught at for 8 years, and shipping delays like crazy.",Shipping/Delivery,,,,
1/1/2001,07:21:55 PM,4,I hope the shipping issues are resolved.,Shipping/Delivery,,,,
1/1/2001,07:18:23 PM,4,"Then we can just let the families know, and there is not this long wait time, like last year.",Shipping/Delivery,,,,
1/1/2001,07:17:09 PM,4,I hope that the books do not take as long as last year to arrive!,Shipping/Delivery,,,,
1/1/2001,07:09:29 PM,2, I really hope this isn't a repeat of last year when I waited from Sept. to the end of Nov. for my first book order....,Shipping/Delivery,,,,
1/1/2001,07:03:45 PM,5,I know that last year you had difficulties that were outside your reach. But this year I've already placed one order and received it in record time. Keep up the great job.,Shipping/Delivery,,,,
1/1/2001,07:00:45 PM,5,I know shipping was a nightmare during covid but I ordered many books last year for my class and parents and I both had an easy time doing so. The books eventually got to us :) I hope this year is a bit quicker with shipping.,Shipping/Delivery,,,,
1/1/2001,06:55:12 PM,5,Hoping the delayed shipping issues of last year are no longer around! Kids always excited for books to arrive and the 6 weeks of last year was a bit long to wait!,Shipping/Delivery,,,,
1/1/2001,06:52:55 PM,5,but I hope there are no delays like there were last year!,Shipping/Delivery,,,,
1/1/2001,06:50:00 PM,4,We used to have a warehouse right in our community.  When it shut down last year the delay on getting books WAS HUGE!  I decided not to order last year.  I am going to try again and hope that parents get their orders sooner than later.,Shipping/Delivery,,,,
1/1/2001,06:47:49 PM,4,I hope shipping timeline has improved to pre pandemic schedule.,Shipping/Delivery,,,,
1/1/2001,06:46:10 PM,4,I am still a bit hesitant after last year's first order took over two months.  I shared with families this month but if orders do not come in within 2 weeks we will not send home to parents again.,Shipping/Delivery,,,,
1/1/2001,06:42:46 PM,3,Last year I stopped ordering because it was a mess.  If it goes back to the previous year I would love to use it again.  I gave you scores based on last year.,Shipping/Delivery,,,,
1/1/2001,06:37:12 PM,5, Had problems last year with delivery of books.  Hope it goes better this year.,Shipping/Delivery,,,,
1/1/2001,06:36:57 PM,1,"After the multiple poor experiences I had last year, I am not participating in book orders in my classroom this year.",Shipping/Delivery,,,,
1/1/2001,06:35:26 PM,5,Ordered 2 Lego Ninjago Activity book.  Mrs Gugg9sbergm sent only one home.  Sending note to teacher tomorrow.  Thanks,Shipping/Delivery,,,,
1/1/2001,06:35:01 PM,3, that were both missing from the shipment.,Shipping/Delivery,,,,
1/1/2001,06:33:11 PM,5,Came to check on student order that was shipped- wrong set of books was sent.,Shipping/Delivery,,,,
1/1/2001,06:31:18 PM,4,One of my students did not get a book she ordered.,Shipping/Delivery,,,,
1/1/2001,06:30:38 PM,5,"Wish entire book orders could arrive at the same time. I get partial orders for some kids, and it’s hard to send fulfilled orders home with just some kids, and partial orders with others. I try to keep partial orders until I have all their books, but have to refer to the order history online to see if their order is complete or if there are more coming.  Takes a bit more time to,cross check the orders.",Shipping/Delivery,,,,
1/1/2001,06:26:38 PM,3,I was wondering if you ship to homes instead?,Shipping/Delivery,,,,
1/1/2001,06:25:25 PM,5,Do you still offer free shipping to home?,Shipping/Delivery,,,,
1/1/2001,06:22:54 PM,5,"Wish SBC would reinstate delivery to home, again.  It would make this book fairy's life easier, but I can work it out with the teachers.",Shipping/Delivery,,,,
1/1/2001,06:13:21 PM,1,"The system would not allow me to place and order and ship to my home.  The children are in the middle of a nasty divorce, and I would like to have the books shipped to my home.  If the father receives the books, he will not return them.  Additionally, I order other items for Christmas and Birthdays, as well as for other grandchildren.  I would like those to be a surprise.  The system should allow me the option to ship to my home and pay for it.",Shipping/Delivery,,,,
1/1/2001,06:09:32 PM,5,Wish it would let me order for my 8th grader and just send them home,Shipping/Delivery,,,,
1/1/2001,06:08:52 PM,4,I would like to have the option to ship my order/books to my home address.,Shipping/Delivery,,,,
1/1/2001,06:05:57 PM,1,I choose to have our orders come to my home because we are within a high school that does not give us our mail.,Shipping/Delivery,,,,
1/1/2001,06:04:53 PM,4,"It's not clear when we will receive the book? With online orders, I like to know when to check back in in case something gets lost.",Shipping/Delivery,,,,
1/1/2001,06:04:53 PM,4,Tracking #’s would be appreciated,Shipping/Delivery,,,,
1/1/2001,06:02:18 PM,4,The only thing I didn't like was that it did not let me know what the delivery time would look like.,Shipping/Delivery,,,,
1/1/2001,05:59:33 PM,5,Trying to make a payment,Account Balance/Payment,,,,
1/1/2001,05:55:49 PM,5,I don't like the online necessity of paying sales tax on book purchases.,Account Balance/Payment,,,,
1/1/2001,05:49:49 PM,2, I have a credit that I can't use.,Account Balance/Payment,,,,
1/1/2001,05:45:49 PM,3,Why is tax charged for a school order?,Account Balance/Payment,,,,
1/1/2001,05:37:30 PM,1,My shipping and payment page does not display the payment method or information necessary to make a payment.,Account Balance/Payment,,,,
1/1/2001,05:32:36 PM,3,"Thank you for my latest order, we love the books! I was told that once the order ships I would receive an e-mail and could then call to have the tax removed. That has not yet happened.",Account Balance/Payment,,,,
1/1/2001,05:29:51 PM,5,A parent wrote a check to Scholastic while the rest of the parents sent cash.  I paid for everything on my debit card.  This means I need to contact the parent who wrote a check to you and ask them to rewrite it.,Account Balance/Payment,,,,
1/1/2001,05:21:46 PM,1,I s till do not know how to submit an order with money brought to me by a student that is in cash - I have to pay out of pocket up front for this?,Account Balance/Payment,,,,
1/1/2001,05:18:30 PM,2, where to add funds to my childrens account for shopping at their book fair in person.  It would be nice to have a feature that would provide a link for family members to fund their book shopping account as well.,Account Balance/Payment,,,,
1/1/2001,05:07:49 PM,2,It is hard to find the electronic wallet to add additional money.,Account Balance/Payment,,,,
1/1/2001,05:04:46 PM,4,Also tough to gain access to the visa funds I had from last year.,Account Balance/Payment,,,,
1/1/2001,05:04:37 PM,3, you have to pay tax.,Account Balance/Payment,,,,
1/1/2001,05:03:24 PM,4,I wish you would not charge tax (just have it already added in the book price). Also I miss getting a receipt with my order.,Account Balance/Payment,,,,
1/1/2001,05:00:59 PM,4,Where do I mail my payment,Account Balance/Payment,,,,
1/1/2001,05:00:24 PM,3,Plus all four kindergarten teachers had a bill for the whole school year and our PTO had paid it.  I gave you scores based on last year.,Account Balance/Payment,,,,
1/1/2001,04:58:38 PM,4,I need a tax exempt button,Account Balance/Payment,,,,
1/1/2001,04:45:53 PM,5,"I was a little surprised to find that I could not look up the amount in my child's E-wallet without the help of Ronda, I needed to make absolute sure that my daughter wouldn't be showing up on book fair day, unable to purchase anything with her class.      Other than the ability to check the amount in your child's E-wallet easily",Account Balance/Payment,,,,
1/1/2001,04:45:41 PM,4,I've struggled for years with the cc payment method on this site. Mostly around saving a cc/adding a new cc.,Account Balance/Payment,,,,
1/1/2001,04:42:51 PM,4,I had to put in my card info a couple of times before it would accept it I had to enter things in a certain order.,Account Balance/Payment,,,,
1/1/2001,04:40:32 PM,4,Couldn't figure out how to order the free book,Bonus Points/Rewards/Promos,,,,
1/1/2001,04:37:58 PM,5,"I do not see my Bonus Points for Teacher Referrals:  Briana Snyder  Alex Castellanos  Also, how do get the 300 bonus points for ordering before September 30th.  Please advise.",Bonus Points/Rewards/Promos,,,,
1/1/2001,04:36:21 PM,2,entered the READS promo code for free book and got no credit or option to pick a $1 book.  Forget it.,Bonus Points/Rewards/Promos,,,,
1/1/2001,04:35:43 PM,4,Lost all my Bonus Points.  sad...,Bonus Points/Rewards/Promos,,,,
1/1/2001,04:29:33 PM,3, children should have had the ability to take advantage of the READ free book code. But only one child was able to select a free book.,Bonus Points/Rewards/Promos,,,,
1/1/2001,04:26:59 PM,4,Discount code did not work,Bonus Points/Rewards/Promos,,,,
1/1/2001,04:25:58 PM,4,A little difficult to apply a coupon and use it- but I figured it out.,Bonus Points/Rewards/Promos,,,,
1/1/2001,04:25:12 PM,5, I DO wish that when I chose my free $1.00 book that I would have been given the option to choose the book,Bonus Points/Rewards/Promos,,,,
1/1/2001,04:17:21 PM,3,I couldn't find the place to select my $10 in free books :(,Bonus Points/Rewards/Promos,,,,
1/1/2001,04:15:00 PM,3,Promo code did not work for the $21.00 order and get a free $1 book. ,Bonus Points/Rewards/Promos,,,,
1/1/2001,04:10:21 PM,1,was trying to find my Bonus Points #.    I  want to know IF I can transfer my balance of points to another Teacher  at a different school.  I am retiring & dont need them.,Bonus Points/Rewards/Promos,,,,
1/1/2001,04:08:49 PM,4,I wanted to use bonus points to buy a book but the system charged instead of using the bonus points. I ended up deleting the book.  Hopefully I can order it with the bonus points next month.,Bonus Points/Rewards/Promos,,,,
1/1/2001,04:07:09 PM,4,"I entered the code on the header (READS), but when I tried to check out it says the code has expired.",Bonus Points/Rewards/Promos,,,,
1/1/2001,04:07:07 PM,3,"the promotion code,advertised all over the site is not working",Bonus Points/Rewards/Promos,,,,
1/1/2001,04:02:34 PM,5,Would not let me enter free book selection on a $176.00 order.,Bonus Points/Rewards/Promos,,,,
1/1/2001,04:00:11 PM,1,"If you are going to advertise a promotion like READS, you should take it down if it's no longer available, which is the message that appears in my cart when I am ordering well over the required amount.   You're being very misleading in your advertising.   But for supporting our teacher through the promotion you are giving to teachers whose parents place orders before September 30th, this experience makes me not want to shop from Scholastic again.",Bonus Points/Rewards/Promos,,,,
1/1/2001,03:58:50 PM,1,  What are thee bonus points for?,Bonus Points/Rewards/Promos,,,,
1/1/2001,03:54:09 PM,5,"Just wondering if parents could be prompted to select a free book when their order is over $21.  I have a family that earned a free book, but didn't make a selection.  It would be nice if they could be prompted for these rewards just like teacher's have on their checkout page.",Bonus Points/Rewards/Promos,,,,
1/1/2001,03:51:29 PM,1,signing up i did not get points or neither did the person who shared. ,Bonus Points/Rewards/Promos,,,,
1/1/2001,03:44:47 PM,5,"I was trying to use the READS code for the free book for several weeks and it kept saying ""expired"" but it wasn't... Finally got it to work! Thanks for the free book.",Bonus Points/Rewards/Promos,,,,
1/1/2001,03:39:34 PM,1,I have just placed my last order with your company.  You failed to honor your advertised rewards for teachers when students place orders.  ,Bonus Points/Rewards/Promos,,,,
1/1/2001,03:38:34 PM,2,It would not let me spend the $1 in free books. ,Bonus Points/Rewards/Promos,,,,
1/1/2001,03:37:53 PM,1,I am frankly disgusted by Scholastic's false promises of free books for teachers.  I am far to busy to waste my time on nonsense.  I will inform my classroom parents that Scholastic has repeatedly failed to uphold its promises to reward teachers with free books for student purchase,Bonus Points/Rewards/Promos,,,,
1/1/2001,03:36:22 PM,4,I wish there are more and better options in the Bonus Catalog.,Bonus Points/Rewards/Promos,,,,
1/1/2001,03:30:43 PM,5,Love all the opportunites to earn extra points and books!  I like when you send birthday or bonus in the summer.,Bonus Points/Rewards/Promos,,,,
1/1/2001,03:28:46 PM,3,Code READS is not working. About to just not bother and not order these books.,Bonus Points/Rewards/Promos,,,,
1/1/2001,03:24:36 PM,4,Yesterday I submitted a student online order and mailed a student order and today I had another student online order. Since my orders were submitted on different days I was not able to receive any bonus points or rewards. Is there any way to get those credits?,Bonus Points/Rewards/Promos,,,,
1/1/2001,03:23:06 PM,3,"I entered a discount code as offered and instructed, but it did not take.",Bonus Points/Rewards/Promos,,,,
1/1/2001,03:21:12 PM,2,"Also, I lose out on bonus points and book picks!",Bonus Points/Rewards/Promos,,,,
1/1/2001,03:20:36 PM,4,"When used the promotion ""READS"" to get a free book for an order over $21, I was unable",Bonus Points/Rewards/Promos,,,,
1/1/2001,03:20:01 PM,4,"It was difficult to find a ""free book"".  The one I chose for $1, the website said was not eligible.  Don't know why it wasn't.",Bonus Points/Rewards/Promos,,,,
1/1/2001,03:18:17 PM,4,It wouldn't let me enter my $1 free book.,Bonus Points/Rewards/Promos,,,,
1/1/2001,03:16:19 PM,1,I couldnt use the READS coupon code.,Bonus Points/Rewards/Promos,,,,
1/1/2001,03:14:17 PM,3,Trying to apply discounts.,Bonus Points/Rewards/Promos,,,,
1/1/2001,03:12:13 PM,1,The code says expired. ,Bonus Points/Rewards/Promos,,,,
1/1/2001,03:10:01 PM,5,The READS coupon didn’t work :(,Bonus Points/Rewards/Promos,,,,
1/1/2001,02:58:08 PM,3,Always have a little trouble submitting my free book selection,Bonus Points/Rewards/Promos,,,,
1/1/2001,02:50:15 PM,5,I didn’t get the promo code to work,Bonus Points/Rewards/Promos,,,,
1/1/2001,02:45:43 PM,4,The coupon code for a free book expired before the book order is even due. That’s frustrating!,Bonus Points/Rewards/Promos,,,,
1/1/2001,02:45:38 PM,4,The $10 to spend right now window was not available,Bonus Points/Rewards/Promos,,,,
1/1/2001,02:44:34 PM,4,My students really like the paper flyers but we have not received any this school year.  Will they be sent in the future?,Kits,,,,
1/1/2001,02:39:45 PM,3, It would be nice to have received physical copies of flyers.,Kits,,,,
1/1/2001,02:34:13 PM,3,Looking for a connection to order flyers  sent to my school.  In previous years they were automatically sent to my school.  This year they  were not. I would like flyers for Early Childhood and Firefly.,Kits,,,,
1/1/2001,02:30:11 PM,4,I didn't receive my October catalogs.  So I'm requesting them now.  I figured they would be sent out automatically each month!!!,Kits,,,,
1/1/2001,02:29:48 PM,5,I am not sure that I fixed my problem.  I have not been receiving flyers this year. in  they will start coming!,Kits,,,,
1/1/2001,02:24:17 PM,4,"I would love the flyers to be sent out again. It is a great way to help those purchase books, by seeing the item.",Kits,,,,
1/1/2001,02:21:26 PM,5,"I still order books to use with students, but I don't need you to send me class flyers.  Is there a way for me to do this?",Kits,,,,
1/1/2001,02:20:24 PM,4, I do not need any flyers right now and need to stop them from being mailed to me at my school.,Kits,,,,
1/1/2001,02:13:51 PM,4,Need to make sure that I will be receiving my flyers at my site this year for each month. They did not come directly to me but came in bundles with other schools from the district in it. I often missed the flyers altogether because they never arrived at our site and I would have to call scholastic to send the flyers directly to me and that took a few days for them to arrive.,Kits,,,,
1/1/2001,02:11:21 PM,4,She has half the day in spanish. I wish that the Leo flier was more often.  I think you should market your Leo flier to teachers that are DLI.,Kits,,,,
1/1/2001,02:09:45 PM,5,"I haven't tried to get those catalogues yet, so I'm not sure if I'll be successful.",Kits,,,,
1/1/2001,02:04:50 PM,1, I just want flyers to send to my students and have no way to access it or request flyers.,Kits,,,,
1/1/2001,02:04:33 PM,4,"Since the pandemic, I have not been getting the student flyers sent to school.  I REALLY want them to generate more orders.  PLEASE send them to school. still have not received the paper flyers.",Kits,,,,
1/1/2001,02:03:33 PM,4,I want to know how to get flyers,Kits,,,,
1/1/2001,02:03:11 PM,5,"hi just got the flyers i requested but I guess I didn't ask for the Lucky flyers or any that would be good for second graders.    In the future could you please send me any flyers See Saw, Lucky, you can be a reader, that  second graders would order from...  Thanks   ",Kits,,,,
1/1/2001,01:59:36 PM,1,stop producing sooooo many flyers that I simply recycle. Stop!!!!!,Kits,,,,
1/1/2001,01:54:45 PM,3,I still appreciate the tactile sense of browsing the printed Scholastic book order flyer.,Kits,,,,
1/1/2001,01:51:07 PM,2,"I simply wanted to change the number of fliers I'm receiving since I have a larger class this year.  I needed to go the the ""arrow"". When I asked what arrow, she said scroll down to the bottom of the screen, for teachers, and select catalogs. There I find I need to order specific catalogs for a one-time order. ",Kits,,,,
1/1/2001,01:50:21 PM,4,I have asked for a 2th grade flyer but have not received one- most of my parents need the paper flyer,Kits,,,,
1/1/2001,01:47:40 PM,3,I need to have flyers sent to me as I never got any and would like to make a class order. I can't find how to have flyers sent ,Kits,,,,
1/1/2001,01:41:14 PM,4,"Some item numbers didn’t match the flyers, but overall,",Kits,,,,
1/1/2001,01:41:05 PM,3,the number are not the same as in the flyer.,Kits,,,,
1/1/2001,01:36:57 PM,4,"I was looking for a way to request paper, book order catalogs to hand out to my students.",Kits,,,,
1/1/2001,01:36:37 PM,2,I have now filled out the request for paper flyers twice. Please follow through and send them soon.,Kits,,,,
